Recommended Package,Dream Outcome,Lead ID,Date Added,Company Name,Business Type,Number of Outlets,Estimated Monthly Revenue (RM),Address,City,State,Postal Code,Website,Primary Contact Name,Job Title,Phone Number,Email Address,WhatsApp,Rating,Review Count,Price Level,Business Status,Google Place ID,Latitude,Longitude,Biggest Pain Point,ICP Tier (1/2/3),Lead Score (0-100),Lead Quality (HOT/WARM/QUALIFIED/COLD),Source,Notes,Follow-up Date,Contact Status (New/Contacted/Qualified/Proposal/Won/Lost),Owner (Sales Rep),Created By,Last Modified,Initial Score Hint,Quality Hint
"Growth System - RM 5,997/mo","Save RM 35-50k/mo, 35-45% reduction",GOOGLE-ChIJH5gy,2025-11-05,Red Garden Food Paradise,"Cafe, Restaurant",2,200000,"20, Lebuh Leith, George Town, 10000 George Town, Pulau Pinang, Malaysia",10000 George Town,,10000.0,http://www.redgarden-food.com/,,,60196651318.0,,60196651318.0,4.0,2903.0,$$ (Moderate),OPERATIONAL,ChIJH5gyc5rDSjARLE79ru4oLmo,5.4209989,100.334436,Losing money to waste but don't know how much,2,,,Google Places API,Rating: 4/5 (2903 reviews),,New,,Google Places Scraper,2025-11-05,95,HOT
"Growth System - RM 5,997/mo","Save RM 35-50k/mo, 35-45% reduction",GOOGLE-ChIJMVIf,2025-11-05,Nando's @ Mid Valley Megamall,Restaurant,2,200000,"LG-053, Mid Valley City, 58000 Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia",58000 Kuala Lumpur,Kuala Lumpur,58000.0,http://www.nandos.com.my/,,,60389662534.0,,60389662534.0,4.3,2555.0,$$ (Moderate),OPERATIONAL,ChIJMVIfIYxJzDEReMhWooJDMcA,3.1164064,101.676712,Losing money to waste but don't know how much,2,,,Google Places API,Rating: 4.3/5 (2555 reviews),,New,,Google Places Scraper,2025-11-05,95,HOT
"Growth System - RM 5,997/mo","Save RM 35-50k/mo, 35-45% reduction",GOOGLE-ChIJixTd,2025-11-05,Little Heritage House,Restaurant,1,300000,"23, Jalan 17/56, Seksyen 17, 46400 Petaling Jaya, Selangor, Malaysia",46400 Petaling Jaya,Selangor,46400.0,https://littleheritagehouse.com.my/,,,60379321810.0,,60379321810.0,4.5,1124.0,$$$ (Expensive),OPERATIONAL,ChIJixTdFkJJzDERKbrMw3BgJYg,3.126507,101.6379966,Losing money to waste but don't know how much,2,,,Google Places API,Rating: 4.5/5 (1124 reviews),,New,,Google Places Scraper,2025-11-05,95,HOT
"Growth System - RM 5,997/mo","Save RM 35-50k/mo, 35-45% reduction",GOOGLE-ChIJLdfE,2025-11-05,Unique Seafood PJ23 (23 奇怪海鲜酒家),Restaurant,2,400000,"LOT 9B-3, Jalan Kemajuan 12/18, Seksyen 13, 46200 Petaling Jaya, Selangor, Malaysia",46200 Petaling Jaya,Selangor,46200.0,http://unique-seafood.com.my/Restaurants-PJ23,,,60172123619.0,,60172123619.0,4.1,3453.0,$$$ (Expensive),OPERATIONAL,ChIJLdfEumFJzDERUYVijPj8ACw,3.11442,101.64227,Losing money to waste but don't know how much,2,,,Google Places API,Rating: 4.1/5 (3453 reviews),,New,,Google Places Scraper,2025-11-05,95,HOT
"Growth System - RM 5,997/mo","Save RM 35-50k/mo, 35-45% reduction",GOOGLE-ChIJqUkR,2025-11-05,Oriental Pavilion,Restaurant,2,400000,"P1-04, Level 1, Podium, PJ33, 3, Jalan Professor Khoo Kay Kim, Seksyen 13, 46200 Petaling Jaya, Selangor, Malaysia",46200 Petaling Jaya,Selangor,46200.0,https://www.orientalrestaurants.com.my/,,,60379569288.0,,60379569288.0,4.1,2063.0,$$$ (Expensive),OPERATIONAL,ChIJqUkRYeBLzDERJL42fbNm2lQ,3.1105666,101.637539,Losing money to waste but don't know how much,2,,,Google Places API,Rating: 4.1/5 (2063 reviews),,New,,Google Places Scraper,2025-11-05,95,HOT
"Growth System - RM 5,997/mo","Save RM 35-50k/mo, 35-45% reduction",GOOGLE-ChIJIVqW,2025-11-05,Publika Shopping Gallery,Shopping Mall,5,240000,"1, Jln Dutamas 1, Solaris Dutamas, 50480 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",50480 Kuala Lumpur,Kuala Lumpur,50480.0,https://publika.com.my/,,,60362117877.0,,60362117877.0,4.2,12230.0,Unknown,OPERATIONAL,ChIJIVqWDl5IzDERNCOhnX8t_NU,3.1714242,101.6642001,Can't standardize operations across locations,2,,,Google Places API,Rating: 4.2/5 (12230 reviews),,New,,Google Places Scraper,2025-11-05,95,HOT
"Growth System - RM 5,997/mo","Save RM 35-50k/mo, 35-45% reduction",GOOGLE-ChIJvfLY,2025-11-05,Restoran Nasi Kandar Line Clear,Restaurant,5,300000,"161 & 177, Jln Penang, George Town, 10000 George Town, Pulau Pinang, Malaysia",10000 George Town,Penang,10000.0,http://www.penang.ws/dining/5-best-nasi-kandar.htm,,,6042614440.0,,6042614440.0,4.0,5513.0,$$ (Moderate),OPERATIONAL,ChIJvfLYTpfDSjARQVAb64H6Jbk,5.419752399999999,100.3324747,Can't standardize operations across locations,2,,,Google Places API,Rating: 4/5 (5513 reviews),,New,,Google Places Scraper,2025-11-05,95,HOT
"Growth System - RM 5,997/mo","Save RM 35-50k/mo, 35-45% reduction",GOOGLE-ChIJsfUx,2025-11-05,Common Man Coffee Roasters - Kuala Lumpur,"Cafe, Restaurant, Store",2,400000,"A-G-1 New Podium, Plaza Vads, 1, Jalan Tun Mohd Fuad, Taman Tun Dr Ismail, 60000 Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia",60000 Kuala Lumpur,Kuala Lumpur,60000.0,https://commonmancoffeeroasters.com/?utm_source=google&utm_medium=organic&utm_campaign=gmb_kuala_lumpur,,,60377317095.0,,60377317095.0,4.5,3425.0,$$$ (Expensive),OPERATIONAL,ChIJsfUxqztJzDERNSiW6AxnvL8,3.1395359,101.6299983,Losing money to waste but don't know how much,2,,,Google Places API,Rating: 4.5/5 (3425 reviews),,New,,Google Places Scraper,2025-11-05,95,HOT
"Growth System - RM 5,997/mo","Save RM 35-50k/mo, 35-45% reduction",GOOGLE-ChIJV6FX,2025-11-05,Super Saigon TTDI KL - Pho Beef Cafe,"Cafe, Meal Delivery, Restaurant",2,200000,"28, Jalan Datuk Sulaiman, Taman Tun Dr Ismail, 60000 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",60000 Kuala Lumpur,Kuala Lumpur,60000.0,https://supersaigon.com.my/wp-content/uploads/2025/04/Super-Saigon-Menu-2025-1.pdf,,,60374981875.0,,60374981875.0,4.4,2225.0,$$ (Moderate),OPERATIONAL,ChIJV6FX2TpJzDERAxHY6CoW6D0,3.1414612,101.6295878,Losing money to waste but don't know how much,2,,,Google Places API,Rating: 4.4/5 (2225 reviews),,New,,Google Places Scraper,2025-11-05,95,HOT
"Growth System - RM 5,997/mo","Save RM 35-50k/mo, 35-45% reduction",GOOGLE-ChIJHQ_z,2025-11-05,Sarkies,Restaurant,1,300000,"Lobby Level, Victory Annexe, 10, Lebuh Farquhar, George Town, 10450 George Town, Pulau Pinang, Malaysia",10450 George Town,,10450.0,http://www.eohotels.com/,,,6042222151.0,,6042222151.0,4.3,1346.0,$$$ (Expensive),OPERATIONAL,ChIJHQ_zAZrDSjARkCcIVJJIsCk,5.423371700000001,100.334826,Losing money to waste but don't know how much,2,,,Google Places API,Rating: 4.3/5 (1346 reviews),,New,,Google Places Scraper,2025-11-05,95,HOT
"Growth System - RM 5,997/mo","Save RM 35-50k/mo, 35-45% reduction",GOOGLE-ChIJO6Gx,2025-11-05,Café Deli by El Mesón @ Desa ParkCity,"Restaurant, Cafe",1,300000,"Lot GF-05, The Waterfront @, 5, Persiaran Residen, Desa Parkcity, 52200 Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia",52200 Kuala Lumpur,Kuala Lumpur,52200.0,https://cafedeli.com.my/,,,60362636227.0,,60362636227.0,4.5,1749.0,$$$ (Expensive),OPERATIONAL,ChIJO6GxBaZIzDER64OvqQAoy70,3.1868005,101.6280241,Losing money to waste but don't know how much,2,,,Google Places API,Rating: 4.5/5 (1749 reviews),,New,,Google Places Scraper,2025-11-05,95,HOT
"Growth System - RM 5,997/mo","Save RM 35-50k/mo, 35-45% reduction",GOOGLE-ChIJ_xoB,2025-11-05,Woodlands Vegetarian Restaurant,Restaurant,2,200000,"60, Lebuh Penang, George Town, 10200 George Town, Pulau Pinang, Malaysia",10200 George Town,Penang,10200.0,,,,6042639764.0,,6042639764.0,4.1,2111.0,$$ (Moderate),OPERATIONAL,ChIJ_xoBso_DSjARagJOKgWVb4k,5.4180007,100.3405533,Losing money to waste but don't know how much,2,,,Google Places API,Rating: 4.1/5 (2111 reviews),,New,,Google Places Scraper,2025-11-05,95,HOT
"Growth System - RM 5,997/mo","Save RM 35-50k/mo, 35-45% reduction",GOOGLE-ChIJ8yeI,2025-11-05,Serai @Paradigm Mall,Restaurant,2,400000,"Lot GB-15 & 15A, Ground Floor Boulevard, Paradigm Mall, 1, Jalan SS 7/26a, Ss 7, 47301 Petaling Jaya, Selangor, Malaysia",47301 Petaling Jaya,Selangor,47301.0,http://www.seraigroup.com.my/,,,60378873707.0,,60378873707.0,4.8,4607.0,$$$ (Expensive),OPERATIONAL,ChIJ8yeIUxhMzDER42GcLUjt4-w,3.1050837,101.5960481,Losing money to waste but don't know how much,2,,,Google Places API,Rating: 4.8/5 (4607 reviews),,New,,Google Places Scraper,2025-11-05,95,HOT
"Growth System - RM 5,997/mo","Save RM 35-50k/mo, 35-45% reduction",GOOGLE-ChIJCSPM,2025-11-05,Maple Palace Chinese Restaurant,Restaurant,1,300000,"47, Jalan Sultan Ahmad Shah, 10050 George Town, Pulau Pinang, Malaysia",10050 George Town,,10050.0,http://www.maplepalace.com/,,,6042279690.0,,6042279690.0,4.3,1403.0,$$$ (Expensive),OPERATIONAL,ChIJCSPMLqLDSjAREUL3_Tz9kjc,5.4260107,100.3232568,Losing money to waste but don't know how much,2,,,Google Places API,Rating: 4.3/5 (1403 reviews),,New,,Google Places Scraper,2025-11-05,95,HOT
"Growth System - RM 5,997/mo","Save RM 35-50k/mo, 35-45% reduction",GOOGLE-ChIJ07b4,2025-11-05,ChinaHouse,"Cafe, Bar, Restaurant",5,600000,"153, Beach St, Georgetown, 10300 George Town, Penang, Malaysia",10300 George Town,Penang,10300.0,https://www.chinahouse.com.my/index-new.html,,,60147369645.0,,60147369645.0,4.0,6417.0,$$$ (Expensive),OPERATIONAL,ChIJ07b4-I3DSjARBD9a0GUmXwo,5.414827799999999,100.3388174,Can't standardize operations across locations,2,,,Google Places API,Rating: 4/5 (6417 reviews),,New,,Google Places Scraper,2025-11-05,95,HOT
"Growth System - RM 5,997/mo","Save RM 35-50k/mo, 35-45% reduction",GOOGLE-ChIJf537,2025-11-05,Ombak Kitchen Bukit Jelutong,Restaurant,2,400000,"5.G.01, D'Vida Business Centre, Jalan Bazar U8/101, Bukit Jelutong, 40150 Shah Alam, Selangor, Malaysia",40150 Shah Alam,Selangor,40150.0,http://www.ombakkitchen.my/,,,60102205946.0,,60102205946.0,4.7,2674.0,$$$ (Expensive),OPERATIONAL,ChIJf537i-1NzDERst6eqgY08Z0,3.0976188,101.5364946,Losing money to waste but don't know how much,2,,,Google Places API,Rating: 4.7/5 (2674 reviews),,New,,Google Places Scraper,2025-11-05,95,HOT
"Growth System - RM 5,997/mo","Save RM 35-50k/mo, 35-45% reduction",GOOGLE-ChIJVVVV,2025-11-05,Al-Rawsha Restaurant Seksyen 7,Restaurant,2,200000,"2, Jalan Platinum G 7/G, Seksyen 7, 40000 Shah Alam, Selangor, Malaysia",40000 Shah Alam,Selangor,40000.0,https://www.facebook.com/Alrawsha-Restauran-Shah-Alam-509400446555388/,,,60355240040.0,,60355240040.0,4.3,3223.0,$$ (Moderate),OPERATIONAL,ChIJVVVVBeNSzDERjtzSwBZyATY,3.08092,101.492609,Losing money to waste but don't know how much,2,,,Google Places API,Rating: 4.3/5 (3223 reviews),,New,,Google Places Scraper,2025-11-05,95,HOT
"Growth System - RM 5,997/mo","Save RM 35-50k/mo, 35-45% reduction",GOOGLE-ChIJSdLk,2025-11-05,Mozer's @ Bukit Jelutong,Restaurant,2,200000,"03-0G-01DVIDA BUSINESS CENTRE, Jalan Bazar U8/101, Bukit Jelutong, 40150 Shah Alam, Selangor, Malaysia",40150 Shah Alam,Selangor,40150.0,https://mozersbukitjelutong.shop/,,,60377341783.0,,60377341783.0,4.3,2174.0,$$ (Moderate),OPERATIONAL,ChIJSdLkCvdNzDERz47FnEDosas,3.098333199999999,101.5363245,Losing money to waste but don't know how much,2,,,Google Places API,Rating: 4.3/5 (2174 reviews),,New,,Google Places Scraper,2025-11-05,95,HOT
"Growth System - RM 5,997/mo","Save RM 35-50k/mo, 35-45% reduction",GOOGLE-ChIJZYai,2025-11-05,Polperro Steak House Seksyen 7 Shah Alam,"Cafe, Restaurant",2,200000,"No 2, Jalan Kristal J7/7, Seksyen 7, 40000 Shah Alam, Selangor, Malaysia",40000 Shah Alam,Selangor,40000.0,http://polperrogroup.com/,,,601159969276.0,,601159969276.0,4.0,4287.0,$$ (Moderate),OPERATIONAL,ChIJZYaivFdSzDERm5mOqWBtgvE,3.0749314,101.4865725,Losing money to waste but don't know how much,2,,,Google Places API,Rating: 4/5 (4287 reviews),,New,,Google Places Scraper,2025-11-05,95,HOT
"Growth System - RM 5,997/mo","Save RM 35-50k/mo, 35-45% reduction",GOOGLE-ChIJj8-p,2025-11-05,IDCC Ideal Convention Centre Shah Alam,"Lodging, Restaurant",5,240000,"Level 7, Jalan Pahat L 15/L, Seksyen 15, 40200 Shah Alam, Selangor, Malaysia",40200 Shah Alam,Selangor,40200.0,https://www.idcc.my/,,,60123419897.0,,60123419897.0,4.2,5976.0,Unknown,OPERATIONAL,ChIJj8-p5nxNzDER5w8x7f9TSKg,3.0660738,101.5262655,Can't standardize operations across locations,2,,,Google Places API,Rating: 4.2/5 (5976 reviews),,New,,Google Places Scraper,2025-11-05,95,HOT
"Growth System - RM 5,997/mo","Save RM 35-50k/mo, 35-45% reduction",GOOGLE-ChIJp9MO,2025-11-05,Restoran Temerloh Catering,Restaurant,2,200000,"2, Jalan Pahat J 15/J, Seksyen 15, 40000 Shah Alam, Selangor, Malaysia",40000 Shah Alam,Selangor,40000.0,https://www.facebook.com/restorantemerlohcatering,,,60102609590.0,,60102609590.0,4.0,2541.0,$$ (Moderate),OPERATIONAL,ChIJp9MOqoJSzDER4JStHSx-fdQ,3.065026899999999,101.524682,Losing money to waste but don't know how much,2,,,Google Places API,Rating: 4/5 (2541 reviews),,New,,Google Places Scraper,2025-11-05,95,HOT
"Growth System - RM 5,997/mo","Save RM 35-50k/mo, 35-45% reduction",GOOGLE-ChIJixKy,2025-11-05,Me'nate Steak Hub (Shah Alam),Restaurant,5,600000,"Lot F-36, Vista Alam Jalan Ikthisas 14/1, off, Persiaran Damai, Seksyen 14, 40000 Shah Alam, Selangor, Malaysia",40000 Shah Alam,Selangor,40000.0,https://menate.com.my/,,,60355233493.0,,60355233493.0,4.4,5615.0,$$$ (Expensive),OPERATIONAL,ChIJixKyGX5NzDERJeV73R4VSkA,3.0707871,101.5253054,Can't standardize operations across locations,2,,,Google Places API,Rating: 4.4/5 (5615 reviews),,New,,Google Places Scraper,2025-11-05,95,HOT
"Growth System - RM 5,997/mo","Save RM 35-50k/mo, 35-45% reduction",GOOGLE-ChIJ21xn,2025-11-05,FOWLBOYS SS15,"Meal Takeaway, Restaurant",5,240000,"38, Jalan SS 15/4b, Ss 15, 47500 Subang Jaya, Selangor, Malaysia",47500 Subang Jaya,Selangor,47500.0,http://fowlboys.com/,,,60166077601.0,,60166077601.0,4.8,8247.0,Unknown,OPERATIONAL,ChIJ21xnie5NzDERhWm6K9tfcBU,3.0759617,101.5876956,Can't standardize operations across locations,2,,,Google Places API,Rating: 4.8/5 (8247 reviews),,New,,Google Places Scraper,2025-11-05,95,HOT
"Growth System - RM 5,997/mo","Save RM 35-50k/mo, 35-45% reduction",GOOGLE-ChIJvYQH,2025-11-05,Tanah Aina Cafe,"Cafe, Restaurant",1,300000,"Wisma Tanah Aina, Jalan Mesra 1, Hicom-glenmarie Industrial Park, 40150 Shah Alam, Selangor, Malaysia",40150 Shah Alam,Selangor,40150.0,https://www.facebook.com/tanahainacafe/,,,60355243258.0,,60355243258.0,4.2,1112.0,$$$ (Expensive),OPERATIONAL,ChIJvYQHKqZNzDERo-ZGk5u8fQc,3.0770527,101.5589097,Losing money to waste but don't know how much,2,,,Google Places API,Rating: 4.2/5 (1112 reviews),,New,,Google Places Scraper,2025-11-05,95,HOT
"Growth System - RM 5,997/mo","Save RM 35-50k/mo, 35-45% reduction",GOOGLE-ChIJ2czZ,2025-11-05,Walnut Cafe & Bar,"Cafe, Bar, Store",1,300000,"G-10, Ground Floor, Tower 4 & 5 PFCC, Jalan Puteri 1/2, Bandar Puteri, 47100 Puchong, Selangor, Malaysia",47100 Puchong,Selangor,47100.0,http://walnutcafe.com.my/,,,60380526607.0,,60380526607.0,4.1,1862.0,$$$ (Expensive),OPERATIONAL,ChIJ2czZK6i0zTER03afUBFBuLc,3.0271479,101.6157614,Losing money to waste but don't know how much,2,,,Google Places API,Rating: 4.1/5 (1862 reviews),,New,,Google Places Scraper,2025-11-05,95,HOT
"Growth System - RM 5,997/mo","Save RM 35-50k/mo, 35-45% reduction",GOOGLE-ChIJJdN1,2025-11-05,Seoul Garden | AEON Mall Shah Alam,Restaurant,5,300000,"Lot S11, 2nd Floor, 1, Jln Akuatik 13/64, Seksyen 13, 40100 Shah Alam, Selangor, Malaysia",40100 Shah Alam,Selangor,40100.0,http://www.seoulgarden.com.my/,,,60355247386.0,,60355247386.0,4.7,7599.0,$$ (Moderate),OPERATIONAL,ChIJJdN11J9NzDERMcOJmUPlCQQ,3.076161099999999,101.5486938,Can't standardize operations across locations,2,,,Google Places API,Rating: 4.7/5 (7599 reviews),,New,,Google Places Scraper,2025-11-05,95,HOT
"Growth System - RM 5,997/mo","Save RM 35-50k/mo, 35-45% reduction",GOOGLE-ChIJwf_o,2025-11-05,Uncle Don's (USJ Taipan),Restaurant,2,200000,"55a, Jalan USJ 10/1f, Taipan Business Centre, 47620 Subang Jaya, Selangor, Malaysia",47620 Subang Jaya,Selangor,47620.0,http://www.uncledons.com.my/,,,60169001074.0,,60169001074.0,4.0,3667.0,$$ (Moderate),OPERATIONAL,ChIJwf_o58RMzDERCd1nnLsCfZA,3.0473392,101.5832362,Losing money to waste but don't know how much,2,,,Google Places API,Rating: 4/5 (3667 reviews),,New,,Google Places Scraper,2025-11-05,95,HOT
"Growth System - RM 5,997/mo","Save RM 35-50k/mo, 35-45% reduction",GOOGLE-ChIJVc9V,2025-11-05,Pak Li Kopitiam Shah Alam 7,"Cafe, Restaurant",5,300000,"42, Jalan Kristal K7/K, Seksyen 7, 40000 Shah Alam, Selangor, Malaysia",40000 Shah Alam,Selangor,40000.0,http://www.paklikopitiam.com.my/,,,60355113608.0,,60355113608.0,4.4,5637.0,$$ (Moderate),OPERATIONAL,ChIJVc9VrfhSzDERsZdTyS-JbPs,3.074745000000001,101.4849798,Can't standardize operations across locations,2,,,Google Places API,Rating: 4.4/5 (5637 reviews),,New,,Google Places Scraper,2025-11-05,95,HOT
"Growth System - RM 5,997/mo","Save RM 35-50k/mo, 35-45% reduction",GOOGLE-ChIJb3kv,2025-11-05,La Cocina Sky View,Restaurant,1,300000,"MEZZANINE FLOOR, 8D, Jalan USJ 10/1j, Taipan Business Centre, 47620 Subang Jaya, Selangor, Malaysia",47620 Subang Jaya,Selangor,47620.0,https://lacocina.com.my/,,,60356212395.0,,60356212395.0,4.3,1551.0,$$$ (Expensive),OPERATIONAL,ChIJb3kvY8NMzDERf3DFmRiPuDA,3.048012700000001,101.5859503,Losing money to waste but don't know how much,2,,,Google Places API,Rating: 4.3/5 (1551 reviews),,New,,Google Places Scraper,2025-11-05,95,HOT
